Timestamp,CBSs_KW
2025-01-10 00:00:00,3.085403225806451
2025-01-10 01:00:00,2.8495645161290324
2025-01-10 02:00:00,2.68933064516129
2025-01-10 03:00:00,2.8394274193548386
2025-01-10 04:00:00,2.521161290322581
2025-01-10 05:00:00,3.0
2025-01-10 06:00:00,3.3030725806451606
2025-01-10 07:00:00,3.9087096774193553
2025-01-10 08:00:00,5.316314516129032
2025-01-10 09:00:00,5.534632258064516
2025-01-10 10:00:00,6.091693548387097
2025-01-10 11:00:00,7.018548387096774
2025-01-10 12:00:00,7.379032258064516
2025-01-10 13:00:00,7.5
2025-01-10 14:00:00,7.258064516129032
2025-01-10 15:00:00,6.508064516129033
2025-01-10 16:00:00,6.290322580645162
2025-01-10 17:00:00,6.314516129032258
2025-01-10 18:00:00,6.89516129032258
2025-01-10 19:00:00,6.774193548387097
2025-01-10 20:00:00,6.168832258064516
2025-01-10 21:00:00,5.964909677419354
2025-01-10 22:00:00,5.178774193548388
2025-01-10 23:00:00,4.3337661290322576
2025-01-11 00:00:00,3.134758064516129
2025-01-11 01:00:00,2.875306451612903
2025-01-11 02:00:00,2.721665322580645
2025-01-11 03:00:00,2.8839798387096773
2025-01-11 04:00:00,2.574943548387097
2025-01-11 05:00:00,3.064125
2025-01-11 06:00:00,3.3544838709677416
2025-01-11 07:00:00,3.9687096774193553
2025-01-11 08:00:00,5.427420967741936
2025-01-11 09:00:00,5.625406451612903
2025-01-11 10:00:00,5.96328629032258
2025-01-11 11:00:00,6.580161290322581
2025-01-11 12:00:00,6.686879032258064
2025-01-11 13:00:00,6.7147499999999996
2025-01-11 14:00:00,6.509758064516129
2025-01-11 15:00:00,6.064214516129033
2025-01-11 16:00:00,6.100354838709678
2025-01-11 17:00:00,6.314516129032258
2025-01-11 18:00:00,6.89516129032258
2025-01-11 19:00:00,6.774193548387097
2025-01-11 20:00:00,6.338709677419355
2025-01-11 21:00:00,6.387096774193548
2025-01-11 22:00:00,5.663612903225807
2025-01-11 23:00:00,4.661600806451612
2025-01-12 00:00:00,3.2490725806451612
2025-01-12 01:00:00,2.9491451612903226
2025-01-12 02:00:00,2.799072580645161
2025-01-12 03:00:00,2.979048387096774
2025-01-12 04:00:00,2.6670967741935487
2025-01-12 05:00:00,3.19275
2025-01-12 06:00:00,3.6029032258064513
