Timestamp,CBSs_KW
2025-01-10 00:00:00,3.0970394550090474
2025-01-10 01:00:00,3.064246549987491
2025-01-10 02:00:00,2.895807859962776
2025-01-10 03:00:00,3.061452383968788
2025-01-10 04:00:00,2.6201926889069247
2025-01-10 05:00:00,3.1342983561008606
2025-01-10 06:00:00,3.4133928255859427
2025-01-10 07:00:00,4.272756069538932
2025-01-10 08:00:00,5.571060309974576
2025-01-10 09:00:00,5.623712095919458
2025-01-10 10:00:00,5.561417283772612
2025-01-10 11:00:00,6.360327794358275
2025-01-10 12:00:00,6.421910211594964
2025-01-10 13:00:00,6.338701733203483
2025-01-10 14:00:00,6.123902328871807
2025-01-10 15:00:00,5.486876191665708
2025-01-10 16:00:00,5.338046866436249
2025-01-10 17:00:00,5.424765639167091
2025-01-10 18:00:00,5.890470602366828
2025-01-10 19:00:00,5.745433258188444
2025-01-10 20:00:00,5.471459094223166
2025-01-10 21:00:00,5.370880416260128
2025-01-10 22:00:00,4.923127265528308
2025-01-10 23:00:00,4.225634359439719
2025-01-11 00:00:00,3.1214984146199494
2025-01-11 01:00:00,3.01458504648242
2025-01-11 02:00:00,2.7361118120668624
2025-01-11 03:00:00,3.0361251702337606
2025-01-11 04:00:00,2.7511114674328065
2025-01-11 05:00:00,3.101435123815999
2025-01-11 06:00:00,3.5782311975059145
2025-01-11 07:00:00,4.064060462912639
2025-01-11 08:00:00,5.410241284347197
2025-01-11 09:00:00,5.695955983756645
2025-01-11 10:00:00,5.844931545406239
2025-01-11 11:00:00,6.311874043144615
2025-01-11 12:00:00,6.263561550106849
2025-01-11 13:00:00,6.304301634201916
2025-01-11 14:00:00,6.274624746663324
2025-01-11 15:00:00,5.563900586831558
2025-01-11 16:00:00,5.2833856640018215
2025-01-11 17:00:00,5.4158917827108
2025-01-11 18:00:00,5.771203653108759
2025-01-11 19:00:00,5.930860636752667
2025-01-11 20:00:00,5.365537220286456
2025-01-11 21:00:00,5.527788943370711
2025-01-11 22:00:00,4.928997193794565
2025-01-11 23:00:00,4.271746212804955
2025-01-12 00:00:00,3.1486905031578223
2025-01-12 01:00:00,2.834488594722174
2025-01-12 02:00:00,2.967085065748722
2025-01-12 03:00:00,3.1143946857180116
2025-01-12 04:00:00,2.8552367792434508
2025-01-12 05:00:00,3.3559482051282945
2025-01-12 06:00:00,3.5753377355788087
2025-01-12 07:00:00,4.289465496313387
2025-01-12 08:00:00,5.4172735570671895
2025-01-12 09:00:00,5.470085181306389
2025-01-12 10:00:00,5.568810122157032
2025-01-12 11:00:00,6.166953937938656
2025-01-12 12:00:00,6.288780606261683
2025-01-12 13:00:00,6.3564047095321685
